dataset,predicted_ranking,predicted_ranking_weights,predicted_ranking_mae,true_ranking,true_ranking_weights,true_ranking_mae
30_page-blocks,"['MS', 'DyS', 'SORD', 'X', 'SMM', 'MAX', 'ACC', 'PACC', 'HDy', 'CC', 'PCC']","[0.13438151 0.1327291  0.12866303 0.1171001  0.10941574 0.10857089
 0.08625047 0.07718892 0.04928334 0.03100899 0.0254079 ]","[np.float64(0.027082833333333313), np.float64(0.02742000000000002), np.float64(0.028286541666666682), np.float64(0.031079666666666683), np.float64(0.03326241666666666), np.float64(0.03352125000000003), np.float64(0.04219608333333335), np.float64(0.04714966666666664), np.float64(0.07384710000000004), np.float64(0.11736699999999994), np.float64(0.14324016666666675)]","['SORD', 'DyS', 'SMM', 'X', 'MS', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC']","[0.13043594 0.12367103 0.12189302 0.11667435 0.11614159 0.10869662
 0.10325443 0.09820467 0.0379627  0.02244266 0.02062298]","[np.float64(0.029249999999999998), np.float64(0.03085), np.float64(0.0313), np.float64(0.0327), np.float64(0.032850000000000004), np.float64(0.0351), np.float64(0.036950000000000004), np.float64(0.03885), np.float64(0.1005), np.float64(0.17), np.float64(0.185)]"
312_scene,"['DyS', 'SMM', 'SORD', 'MS', 'HDy', 'MAX', 'X', 'ACC', 'CC', 'PCC', 'PACC']","[0.16678468 0.152418   0.09554475 0.09416727 0.08851711 0.08510518
 0.07881203 0.07101163 0.0609455  0.0586049  0.04808893]","[np.float64(0.03544512500000001), np.float64(0.038786125), np.float64(0.06187366666666663), np.float64(0.06277874999999998), np.float64(0.06678599999999996), np.float64(0.06946349999999998), np.float64(0.07501016666666668), np.float64(0.08324980000000001), np.float64(0.09699983333333329), np.float64(0.10087387499999996), np.float64(0.12293273333333332)]","['DyS', 'SMM', 'SORD', 'MS', 'MAX', 'ACC', 'HDy', 'X', 'CC', 'PACC', 'PCC']","[0.12442902 0.11675216 0.11615497 0.11269626 0.1071146  0.10275247
 0.10025738 0.0904713  0.06478829 0.04106383 0.02351973]","[np.float64(0.01825), np.float64(0.019450000000000002), np.float64(0.01955), np.float64(0.02015), np.float64(0.0212), np.float64(0.022099999999999998), np.float64(0.02265), np.float64(0.0251), np.float64(0.03505), np.float64(0.0553), np.float64(0.09655)]"
375_JapaneseVowels,"['SMM', 'SORD', 'DyS', 'MAX', 'MS', 'X', 'ACC', 'HDy', 'PCC', 'CC', 'PACC']","[0.14447328 0.1435095  0.13634115 0.11982696 0.10714872 0.10488011
 0.08429    0.07344166 0.0343025  0.02809522 0.02369088]","[np.float64(0.0612983333333334), np.float64(0.06171000000000003), np.float64(0.06495450000000004), np.float64(0.07390633333333323), np.float64(0.08265120833333323), np.float64(0.08443900000000001), np.float64(0.10506550000000008), np.float64(0.12058512500000002), np.float64(0.2581727499999998), np.float64(0.3152127500000003), np.float64(0.3738135)]","['DyS', 'MAX', 'MS', 'SORD', 'SMM', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC']","[0.14535488 0.11319303 0.11190674 0.11190674 0.10941993 0.10560636
 0.09423726 0.08714861 0.06107159 0.03260859 0.02754627]","[np.float64(0.01355), np.float64(0.0174), np.float64(0.0176), np.float64(0.0176), np.float64(0.018000000000000002), np.float64(0.01865), np.float64(0.0209), np.float64(0.022600000000000002), np.float64(0.03225), np.float64(0.0604), np.float64(0.07150000000000001)]"
40474_thyroid-allbp,"['DyS', 'SORD', 'MAX', 'MS', 'HDy', 'SMM', 'ACC', 'X', 'PACC', 'CC', 'PCC']","[0.14131199 0.12490875 0.1212598  0.11133748 0.1100228  0.10293492
 0.08937111 0.08180491 0.04234927 0.03834155 0.03635742]","[np.float64(0.049935833333333346), np.float64(0.056493499999999995), np.float64(0.058193499999999974), np.float64(0.06337966666666663), np.float64(0.06413699999999993), np.float64(0.06855333333333335), np.float64(0.0789576416666668), np.float64(0.08626049999999998), np.float64(0.16662700000000016), np.float64(0.18404399999999987), np.float64(0.19408783333333324)]","['DyS', 'SORD', 'SMM', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12553798 0.12022486 0.1196361  0.11578053 0.10733608 0.10377949
 0.09303005 0.0850024  0.058697   0.03960715 0.03136838]","[np.float64(0.04865), np.float64(0.0508), np.float64(0.051050000000000005), np.float64(0.052750000000000005), np.float64(0.056900000000000006), np.float64(0.05885), np.float64(0.06565), np.float64(0.07185000000000001), np.float64(0.10404999999999999), np.float64(0.1542), np.float64(0.19469999999999998)]"
40475_thyroid-allhyper,"['SORD', 'DyS', 'SMM', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.1300448  0.12632239 0.12254549 0.11148681 0.10847147 0.10305996
 0.09172627 0.08615773 0.04485732 0.040728   0.03459976]","[np.float64(0.054598999999999995), np.float64(0.05620790000000003), np.float64(0.05794025000000002), np.float64(0.06368749999999995), np.float64(0.06545791666666662), np.float64(0.06889499999999987), np.float64(0.07740766666666662), np.float64(0.0824106666666668), np.float64(0.15828666666666694), np.float64(0.17433499999999988), np.float64(0.205212875)]","['DyS', 'SORD', 'SMM', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12553798 0.12022486 0.1196361  0.11578053 0.10733608 0.10377949
 0.09303005 0.0850024  0.058697   0.03960715 0.03136838]","[np.float64(0.04865), np.float64(0.0508), np.float64(0.051050000000000005), np.float64(0.052750000000000005), np.float64(0.056900000000000006), np.float64(0.05885), np.float64(0.06565), np.float64(0.07185000000000001), np.float64(0.10404999999999999), np.float64(0.1542), np.float64(0.19469999999999998)]"
40733_yeast,"['DyS', 'SMM', 'MS', 'SORD', 'MAX', 'HDy', 'X', 'ACC', 'PCC', 'PACC', 'CC']","[0.13512138 0.13499962 0.12027214 0.10773956 0.10246545 0.09160396
 0.09041316 0.08782849 0.04408346 0.04398016 0.04149263]","[np.float64(0.05648983333333334), np.float64(0.05654078333333334), np.float64(0.063464275), np.float64(0.07084662499999998), np.float64(0.07449325), np.float64(0.08332591666666662), np.float64(0.08442337500000002), np.float64(0.08690783333333334), np.float64(0.1731485), np.float64(0.17355516666666673), np.float64(0.18396)]","['DyS', 'SORD', 'HDy', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'PCC', 'CC', 'PACC']","[0.14371425 0.13726001 0.13280662 0.13173806 0.12417347 0.11415549
 0.06688772 0.04939113 0.04362852 0.03332232 0.02292242]","[np.float64(0.07975), np.float64(0.08349999999999999), np.float64(0.0863), np.float64(0.087), np.float64(0.09230000000000001), np.float64(0.1004), np.float64(0.17135), np.float64(0.23205), np.float64(0.2627), np.float64(0.34395000000000003), np.float64(0.5)]"
44_spambase,"['SMM', 'SORD', 'DyS', 'MAX', 'HDy', 'X', 'ACC', 'MS', 'CC', 'PACC', 'PCC']","[0.12801889 0.12492338 0.12113327 0.11570069 0.10197677 0.09813457
 0.09265411 0.09216166 0.04764456 0.04361316 0.03403896]","[np.float64(0.03010379999999995), np.float64(0.030849749999999978), np.float64(0.03181499999999997), np.float64(0.033308833333333294), np.float64(0.03779150000000005), np.float64(0.03927112500000006), np.float64(0.04159400000000004), np.float64(0.04181625000000003), np.float64(0.08088762499999992), np.float64(0.08836449999999989), np.float64(0.11321893333333338)]","['DyS', 'MS', 'SORD', 'MAX', 'SMM', 'X', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.11993653 0.11356822 0.11306792 0.11208042 0.11111003 0.10898691
 0.09777683 0.09649029 0.05501911 0.04176797 0.03019578]","[np.float64(0.021400000000000002), np.float64(0.022600000000000002), np.float64(0.0227), np.float64(0.0229), np.float64(0.0231), np.float64(0.02355), np.float64(0.02625), np.float64(0.026600000000000002), np.float64(0.04665), np.float64(0.061450000000000005), np.float64(0.085)]"
4538_GesturePhaseSegmentationProcessed,"['DyS', 'SORD', 'HDy', 'MAX', 'SMM', 'MS', 'ACC', 'X', 'CC', 'PACC', 'PCC']","[0.1358992  0.12605871 0.11473909 0.11075565 0.10348878 0.10335815
 0.09201235 0.0813221  0.04993945 0.04417946 0.03824707]","[np.float64(0.047840024999999994), np.float64(0.05157454999999999), np.float64(0.05666265476190475), np.float64(0.05870058333333335), np.float64(0.06282247499999999), np.float64(0.062901875), np.float64(0.07065814166666667), np.float64(0.07994655476190476), np.float64(0.13018608333333334), np.float64(0.1471593750000001), np.float64(0.16998483333333336)]","['DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC']","[0.12939069 0.12861783 0.12422751 0.11940537 0.1154572  0.11229605
 0.08544749 0.07683414 0.04716065 0.03532375 0.02583932]","[np.float64(0.09985), np.float64(0.10045), np.float64(0.10400000000000001), np.float64(0.1082), np.float64(0.1119), np.float64(0.11505000000000001), np.float64(0.1512), np.float64(0.16815000000000002), np.float64(0.27394999999999997), np.float64(0.36575), np.float64(0.5)]"
60_waveform-5000,"['DyS', 'SMM', 'SORD', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'CC', 'PCC', 'PACC']","[0.15596666 0.13439147 0.11828209 0.10128679 0.10015319 0.09325488
 0.08590383 0.08132017 0.04791489 0.04333303 0.03819301]","[np.float64(0.03563251250000003), np.float64(0.04135295000000001), np.float64(0.046985), np.float64(0.054868791666666666), np.float64(0.05548983333333334), np.float64(0.05959456666666665), np.float64(0.06469424999999998), np.float64(0.06834078333333336), np.float64(0.11598658333333332), np.float64(0.12825053333333336), np.float64(0.14551050000000004)]","['DyS', 'SORD', 'MAX', 'SMM', 'MS', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC']","[0.12880545 0.12359487 0.1216268  0.1175102  0.1173297  0.09535784
 0.08689605 0.07715316 0.05786487 0.04498329 0.02887774]","[np.float64(0.02965), np.float64(0.030899999999999997), np.float64(0.031400000000000004), np.float64(0.0325), np.float64(0.032549999999999996), np.float64(0.04005), np.float64(0.04395), np.float64(0.0495), np.float64(0.066), np.float64(0.0849), np.float64(0.13225)]"
679_rmftsa_sleepdata,"['DyS', 'HDy', 'SORD', 'MAX', 'MS', 'X', 'PCC', 'ACC', 'SMM', 'CC', 'PACC']","[0.179923   0.14768247 0.13345276 0.13313994 0.08030767 0.06084726
 0.05847048 0.05647242 0.05474244 0.05324212 0.04171943]","[np.float64(0.06413783333333332), np.float64(0.07813975), np.float64(0.0864715833333333), np.float64(0.08667475), np.float64(0.14369575000000004), np.float64(0.18965308333333333), np.float64(0.19736235000000005), np.float64(0.20434525000000012), np.float64(0.2108029999999999), np.float64(0.2167432916666667), np.float64(0.2766066666666667)]","['DyS', 'HDy', 'SORD', 'MAX', 'MS', 'SMM', 'PCC', 'X', 'ACC', 'CC', 'PACC']","[0.16295775 0.16042144 0.1301164  0.12597039 0.11438691 0.08348226
 0.05482488 0.04943442 0.04659318 0.04295255 0.02885982]","[np.float64(0.08855), np.float64(0.08995000000000002), np.float64(0.1109), np.float64(0.11455), np.float64(0.12615), np.float64(0.17285), np.float64(0.2632), np.float64(0.2919), np.float64(0.3097), np.float64(0.33594999999999997), np.float64(0.5)]"
AedesQuinx,"['DyS', 'HDy', 'MAX', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'PCC', 'CC', 'PACC']","[0.15167806 0.14691361 0.11305972 0.11275185 0.09677376 0.08968999
 0.07614249 0.07166189 0.05478647 0.04567478 0.04086738]","[np.float64(0.058221849999999964), np.float64(0.06010999999999998), np.float64(0.07810895833333338), np.float64(0.0783222380952381), np.float64(0.0912538333333333), np.float64(0.0984611166666667), np.float64(0.11597962499999999), np.float64(0.12323114999999996), np.float64(0.161189), np.float64(0.19334471428571426), np.float64(0.21608865000000005)]","['SORD', 'DyS', 'MS', 'SMM', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC']","[0.12060454 0.11901555 0.11536756 0.11463553 0.10857308 0.1037116
 0.10323749 0.08611325 0.05188558 0.0458775  0.03097833]","[np.float64(0.037450000000000004), np.float64(0.03795), np.float64(0.03915), np.float64(0.0394), np.float64(0.0416), np.float64(0.043550000000000005), np.float64(0.04375), np.float64(0.052450000000000004), np.float64(0.08705), np.float64(0.09845000000000001), np.float64(0.1458)]"
AedesSex,"['HDy', 'DyS', 'SMM', 'MS', 'ACC', 'SORD', 'MAX', 'X', 'PCC', 'CC', 'PACC']","[0.16788453 0.13786288 0.12566969 0.09904235 0.09070153 0.09052817
 0.06726286 0.06319361 0.06292868 0.0515553  0.0433704 ]","[np.float64(0.04769148333333335), np.float64(0.05807700000000003), np.float64(0.0637119583333333), np.float64(0.08084079166666665), np.float64(0.08827483333333337), np.float64(0.08844387499999996), np.float64(0.11903541666666664), np.float64(0.1267005), np.float64(0.12723391666666667), np.float64(0.1553024166666666), np.float64(0.18461121666666663)]","['SORD', 'DyS', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC']","[0.1133679  0.11064271 0.10906959 0.10654483 0.10366524 0.09242443
 0.09242443 0.08308189 0.08018705 0.06613127 0.04246067]","[np.float64(0.01015), np.float64(0.0104), np.float64(0.010549999999999999), np.float64(0.0108), np.float64(0.0111), np.float64(0.012450000000000001), np.float64(0.012450000000000001), np.float64(0.01385), np.float64(0.01435), np.float64(0.0174), np.float64(0.0271)]"
ArabicDigit,"['SMM', 'SORD', 'MAX', 'DyS', 'MS', 'HDy', 'ACC', 'X', 'PCC', 'PACC', 'CC']","[0.13301082 0.12551905 0.12470016 0.11753382 0.09827961 0.09132701
 0.08510711 0.07754336 0.05225606 0.0503044  0.04441862]","[np.float64(0.02248212499999999), np.float64(0.023824000000000005), np.float64(0.02398044999999999), np.float64(0.025442600000000003), np.float64(0.030427124999999985), np.float64(0.03274349999999999), np.float64(0.035136499999999994), np.float64(0.03856379166666666), np.float64(0.05722524999999998), np.float64(0.0594454166666667), np.float64(0.06732235)]","['DyS', 'HDy', 'SORD', 'MS', 'SMM', 'CC', 'X', 'MAX', 'ACC', 'PACC', 'PCC']","[0.12505545 0.11684013 0.10600727 0.09942297 0.09942297 0.08892832
 0.07846617 0.07658899 0.07622428 0.07309177 0.05995168]","[np.float64(0.0064), np.float64(0.00685), np.float64(0.00755), np.float64(0.00805), np.float64(0.00805), np.float64(0.009000000000000001), np.float64(0.0102), np.float64(0.01045), np.float64(0.0105), np.float64(0.01095), np.float64(0.013349999999999999)]"
BNG,"['DyS', 'SORD', 'ACC', 'MAX', 'HDy', 'MS', 'SMM', 'X', 'PACC', 'CC', 'PCC']","[0.1339195  0.11313906 0.10555582 0.10422955 0.1042014  0.10241472
 0.09236516 0.07055726 0.06691468 0.0575149  0.04918794]","[np.float64(0.042493625000000056), np.float64(0.05029849999999994), np.float64(0.05391199999999997), np.float64(0.05459800000000005), np.float64(0.05461275000000002), np.float64(0.05556550000000005), np.float64(0.06161116666666673), np.float64(0.08065400000000007), np.float64(0.08504449999999998), np.float64(0.09894350000000011), np.float64(0.1156934999999999)]","['DyS', 'SMM', 'SORD', 'MS', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.12306209 0.1085842  0.10598649 0.10498188 0.09630946 0.09589254
 0.09268274 0.08931926 0.07745166 0.05986804 0.04586165]","[np.float64(0.009000000000000001), np.float64(0.0102), np.float64(0.01045), np.float64(0.010549999999999999), np.float64(0.0115), np.float64(0.01155), np.float64(0.01195), np.float64(0.0124), np.float64(0.0143), np.float64(0.018500000000000003), np.float64(0.02415)]"
BNG_breast-w,"['SORD', 'MS', 'DyS', 'MAX', 'SMM', 'ACC', 'HDy', 'X', 'PACC', 'CC', 'PCC']","[0.13779802 0.11817788 0.10418841 0.10400121 0.1009951  0.09539666
 0.09076773 0.08580065 0.07136568 0.04790398 0.04360468]","[np.float64(0.040114250000000025), np.float64(0.046774100000000034), np.float64(0.05305450000000004), np.float64(0.05315000000000006), np.float64(0.05473200000000003), np.float64(0.05794399999999996), np.float64(0.060899000000000036), np.float64(0.06442450000000004), np.float64(0.07745550000000001), np.float64(0.11539050000000019), np.float64(0.12676766666666653)]","['DyS', 'SMM', 'SORD', 'MS', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.12306209 0.1085842  0.10598649 0.10498188 0.09630946 0.09589254
 0.09268274 0.08931926 0.07745166 0.05986804 0.04586165]","[np.float64(0.009000000000000001), np.float64(0.0102), np.float64(0.01045), np.float64(0.010549999999999999), np.float64(0.0115), np.float64(0.01155), np.float64(0.01195), np.float64(0.0124), np.float64(0.0143), np.float64(0.018500000000000003), np.float64(0.02415)]"
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,"['DyS', 'MAX', 'SORD', 'HDy', 'MS', 'SMM', 'ACC', 'X', 'PCC', 'PACC', 'CC']","[0.11583435 0.10680264 0.10470556 0.10409063 0.09476751 0.0922461
 0.08180113 0.07827108 0.07589875 0.07516227 0.07041998]","[np.float64(0.14219625000000002), np.float64(0.15422099999999997), np.float64(0.15730979166666667), np.float64(0.1582391249999999), np.float64(0.1738065), np.float64(0.17855725000000003), np.float64(0.20135674999999992), np.float64(0.21043799999999988), np.float64(0.21701556666666655), np.float64(0.2191419999999999), np.float64(0.23389966666666676)]","['PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC']","[0.11888539 0.11115404 0.10919444 0.09452628 0.0931747  0.09229491
 0.08935508 0.08472033 0.07244643 0.07169091 0.06255749]","[np.float64(0.2631), np.float64(0.2814), np.float64(0.28645), np.float64(0.3309), np.float64(0.3357), np.float64(0.3389), np.float64(0.35005000000000003), np.float64(0.36920000000000003), np.float64(0.43174999999999997), np.float64(0.4363), np.float64(0.5)]"
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,"['MAX', 'SMM', 'MS', 'X', 'DyS', 'SORD', 'ACC', 'HDy', 'CC', 'PCC', 'PACC']","[0.11679473 0.10948828 0.09526159 0.09451835 0.09096325 0.08996815
 0.08565447 0.08208156 0.08086872 0.07881742 0.07558347]","[np.float64(0.14685074999999986), np.float64(0.1566505), np.float64(0.18004522499999992), np.float64(0.18146099999999998), np.float64(0.1885529999999999), np.float64(0.1906385000000002), np.float64(0.20023933333333338), np.float64(0.2089555000000002), np.float64(0.21208933333333352), np.float64(0.2176091666666666), np.float64(0.22691991666666655)]","['PCC', 'CC', 'SMM', 'ACC', 'MS', 'HDy', 'SORD', 'DyS', 'MAX', 'X', 'PACC']","[0.12519212 0.11166014 0.10001648 0.09891723 0.08807081 0.0879176
 0.08607471 0.08548117 0.07771567 0.07325323 0.06570083]","[np.float64(0.26239999999999997), np.float64(0.2942), np.float64(0.32844999999999996), np.float64(0.3321), np.float64(0.373), np.float64(0.37365000000000004), np.float64(0.38165), np.float64(0.3843), np.float64(0.4227), np.float64(0.44845), np.float64(0.5)]"
HTRU,"['X', 'SMM', 'MAX', 'DyS', 'SORD', 'HDy', 'MS', 'ACC', 'PACC', 'CC', 'PCC']","[0.13432926 0.13385886 0.12859936 0.12441504 0.12065289 0.08465077
 0.0822035  0.07412873 0.04249726 0.03834791 0.03631643]","[np.float64(0.04688721666666669), np.float64(0.04705198333333331), np.float64(0.048976333333333316), np.float64(0.05062350000000002), np.float64(0.052202025), np.float64(0.07440363333333334), np.float64(0.0766187), np.float64(0.08496469999999999), np.float64(0.14820543333333336), np.float64(0.16424166666666665), np.float64(0.1734290833333334)]","['DyS', 'MS', 'SORD', 'MAX', 'SMM', 'ACC', 'PACC', 'X', 'HDy', 'CC', 'PCC']","[0.1233071  0.11590224 0.11560041 0.11411454 0.11324122 0.10645218
 0.10299433 0.09930773 0.05750072 0.02632892 0.0252506 ]","[np.float64(0.018000000000000002), np.float64(0.01915), np.float64(0.0192), np.float64(0.019450000000000002), np.float64(0.0196), np.float64(0.02085), np.float64(0.021550000000000003), np.float64(0.02235), np.float64(0.038599999999999995), np.float64(0.0843), np.float64(0.0879)]"
MagicTelescope,"['DyS', 'SORD', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'HDy', 'PACC', 'PCC', 'CC']","[0.12863558 0.12325802 0.11224899 0.11117694 0.11050298 0.11018315
 0.10931986 0.08436341 0.04091636 0.03646825 0.03292647]","[np.float64(0.050495458333333285), np.float64(0.05269850000000005), np.float64(0.05786699999999996), np.float64(0.05842500000000001), np.float64(0.05878133333333338), np.float64(0.058951958333333304), np.float64(0.059417500000000005), np.float64(0.07699443333333328), np.float64(0.15875099999999992), np.float64(0.17811419999999972), np.float64(0.19727325000000012)]","['DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC']","[0.12313721 0.12028153 0.11906656 0.11629012 0.1093284  0.10654354
 0.10482092 0.07829921 0.05145376 0.03583844 0.03494031]","[np.float64(0.05265), np.float64(0.053899999999999997), np.float64(0.054450000000000005), np.float64(0.05575), np.float64(0.0593), np.float64(0.06085), np.float64(0.06185), np.float64(0.0828), np.float64(0.126), np.float64(0.1809), np.float64(0.18555)]"
abalone,"['SMM', 'DyS', 'X', 'SORD', 'MS', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.12323912 0.12037915 0.11585751 0.11491727 0.11304603 0.10846719
 0.10035183 0.08361342 0.04299942 0.0406822  0.03644686]","[np.float64(0.042629133333333326), np.float64(0.043641916666666676), np.float64(0.04534515476190476), np.float64(0.04571616666666666), np.float64(0.04647289999999999), np.float64(0.048434711111111105), np.float64(0.05235158333333333), np.float64(0.06283174166666665), np.float64(0.12217785833333332), np.float64(0.129137), np.float64(0.144143475)]","['DyS', 'MS', 'SORD', 'SMM', 'ACC', 'HDy', 'X', 'MAX', 'PACC', 'CC', 'PCC']","[0.12094989 0.11579996 0.11413377 0.11264801 0.10147928 0.10104837
 0.09703116 0.09634369 0.06712804 0.04224925 0.03118859]","[np.float64(0.03935), np.float64(0.041100000000000005), np.float64(0.0417), np.float64(0.04225), np.float64(0.046900000000000004), np.float64(0.0471), np.float64(0.04905), np.float64(0.049400000000000006), np.float64(0.0709), np.float64(0.11265), np.float64(0.15259999999999999)]"
ailerons,"['SMM', 'MS', 'DyS', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'PCC', 'CC']","[0.13859702 0.11806213 0.11519887 0.11362616 0.10186089 0.09927049
 0.08822911 0.08722016 0.04731684 0.04534805 0.04527029]","[np.float64(0.05060595833333335), np.float64(0.05940799999999999), np.float64(0.06088458333333331), np.float64(0.06172729166666664), np.float64(0.06885699999999997), np.float64(0.07065377500000003), np.float64(0.07949570000000002), np.float64(0.08041530000000005), np.float64(0.14823124999999998), np.float64(0.15466674999999996), np.float64(0.15493241666666668)]","['DyS', 'MS', 'SMM', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12403397 0.11285973 0.11125604 0.11066635 0.10319136 0.09848609
 0.09787055 0.09334896 0.07224585 0.04310885 0.03293226]","[np.float64(0.025249999999999998), np.float64(0.02775), np.float64(0.028149999999999998), np.float64(0.028300000000000002), np.float64(0.030350000000000002), np.float64(0.0318), np.float64(0.032), np.float64(0.033549999999999996), np.float64(0.04335), np.float64(0.07264999999999999), np.float64(0.0951)]"
anuranCalls,"['CC', 'SMM', 'ACC', 'MS', 'HDy', 'SORD', 'PCC', 'PACC', 'X', 'MAX', 'DyS']","[0.12516238 0.11489802 0.11224254 0.09310755 0.08696351 0.08683339
 0.08385915 0.08309991 0.0822281  0.06853966 0.06306579]","[np.float64(0.05423566666666663), np.float64(0.05908078333333333), np.float64(0.06047854166666667), np.float64(0.07290778333333331), np.float64(0.07805877500000001), np.float64(0.07817575000000004), np.float64(0.08094841666666668), np.float64(0.081688), np.float64(0.08255408333333335), np.float64(0.09904141666666667), np.float64(0.10763783333333327)]","['DyS', 'SMM', 'MS', 'SORD', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC']","[0.14061809 0.11159617 0.10892    0.10737504 0.10048593 0.09895347
 0.08905812 0.08213317 0.07243962 0.04847347 0.03994691]","[np.float64(0.01615), np.float64(0.02035), np.float64(0.02085), np.float64(0.021150000000000002), np.float64(0.022600000000000002), np.float64(0.022949999999999998), np.float64(0.025500000000000002), np.float64(0.02765), np.float64(0.03135), np.float64(0.04685), np.float64(0.056850000000000005)]"
balloon,"['DyS', 'HDy', 'MAX', 'MS', 'X', 'PCC', 'SMM', 'ACC', 'SORD', 'CC', 'PACC']","[0.13689089 0.13086341 0.12553332 0.11524335 0.09203359 0.08709196
 0.07329321 0.072006   0.06869936 0.05409888 0.04424602]","[np.float64(0.06490637500000002), np.float64(0.06789591666666665), np.float64(0.07077874999999993), np.float64(0.07709851666666666), np.float64(0.0965418333333333), np.float64(0.10201964999999998), np.float64(0.12122666666666665), np.float64(0.12339376190476195), np.float64(0.12933295833333333), np.float64(0.164238), np.float64(0.20081108333333333)]","['ACC', 'PACC', 'SORD', 'MS', 'SMM', 'DyS', 'MAX', 'X', 'HDy', 'PCC', 'CC']","[0.14513047 0.12058946 0.11885685 0.11750621 0.10971402 0.10605688
 0.07445938 0.07445938 0.06334178 0.03568782 0.03419775]","[np.float64(0.0285), np.float64(0.034300000000000004), np.float64(0.0348), np.float64(0.0352), np.float64(0.0377), np.float64(0.039), np.float64(0.055549999999999995), np.float64(0.055549999999999995), np.float64(0.0653), np.float64(0.1159), np.float64(0.12095)]"
bank8FM,"['SORD', 'MAX', 'DyS', 'SMM', 'X', 'ACC', 'MS', 'HDy', 'CC', 'PACC', 'PCC']","[0.1472815  0.13508939 0.12854127 0.11939219 0.11188757 0.08577329
 0.08284452 0.0748931  0.04154638 0.04023359 0.03251721]","[np.float64(0.03646816666666668), np.float64(0.03975949999999998), np.float64(0.04178491666666665), np.float64(0.04498691666666665), np.float64(0.048004316666666685), np.float64(0.06261956666666667), np.float64(0.06483333333333334), np.float64(0.07171670833333335), np.float64(0.12927929999999996), np.float64(0.13349758333333342), np.float64(0.16517675)]","['DyS', 'HDy', 'SMM', 'SORD', 'MS', 'PACC', 'MAX', 'ACC', 'X', 'CC', 'PCC']","[0.12850068 0.11057922 0.10864489 0.1070839  0.10497239 0.09133627
 0.09044951 0.08566712 0.08488655 0.04877644 0.03910304]","[np.float64(0.014499999999999999), np.float64(0.01685), np.float64(0.017150000000000002), np.float64(0.0174), np.float64(0.01775), np.float64(0.0204), np.float64(0.0206), np.float64(0.02175), np.float64(0.021949999999999997), np.float64(0.038200000000000005), np.float64(0.04765)]"
churn,"['MAX', 'MS', 'SMM', 'ACC', 'SORD', 'DyS', 'X', 'HDy', 'PACC', 'CC', 'PCC']","[0.12582144 0.12093613 0.11613625 0.11037587 0.10912973 0.10895147
 0.1019554  0.08390944 0.05154272 0.04058828 0.03065326]","[np.float64(0.03628631904761902), np.float64(0.037752133333333326), np.float64(0.039312416666666676), np.float64(0.04136408333333334), np.float64(0.041836416666666675), np.float64(0.04190486666666668), np.float64(0.04478033333333334), np.float64(0.05441100000000001), np.float64(0.08857888333333333), np.float64(0.11248558333333332), np.float64(0.14894324999999997)]","['DyS', 'MAX', 'SORD', 'X', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'PACC', 'CC']","[0.15508622 0.14574533 0.13909254 0.12371916 0.12206712 0.09645163
 0.07479385 0.07358966 0.02697483 0.02139746 0.02108219]","[np.float64(0.05305), np.float64(0.05645000000000001), np.float64(0.05915), np.float64(0.0665), np.float64(0.0674), np.float64(0.08529999999999999), np.float64(0.11), np.float64(0.1118), np.float64(0.305), np.float64(0.3845), np.float64(0.39025)]"
